Wall time,Step,Value
1751731117.3343081,4000,1000.0
1751731171.7813895,8000,1000.0
1751731233.4341857,12000,1000.0
1751731299.0176342,16000,1000.0
1751731363.2771618,20000,1000.0
1751731432.5548532,24000,1000.0
1751731495.9601667,28000,1000.0
1751731561.9928286,32000,1000.0
1751731628.056221,36000,1000.0
1751731681.1560252,40000,1000.0
1751731738.245929,44000,1000.0
1751731797.7347188,48000,1000.0
1751731853.380736,52000,1000.0
1751731913.8073037,56000,1000.0
1751731972.3080008,60000,1000.0
1751732032.3307517,64000,1000.0
1751732092.9766614,68000,1000.0
1751732154.062351,72000,1000.0
1751732215.3953745,76000,1000.0
1751732276.6581178,80000,1000.0
1751732338.4650655,84000,1000.0
1751732400.0507538,88000,1000.0
1751732461.8932948,92000,1000.0
1751732523.7072918,96000,1000.0
1751732585.3553576,100000,1000.0
1751732647.0022457,104000,1000.0
1751732709.1570916,108000,1000.0
1751732771.7625787,112000,1000.0
1751732834.208211,116000,1000.0
1751732896.940937,120000,1000.0
1751732959.8031678,124000,1000.0
1751733022.9717221,128000,1000.0
1751733086.2054696,132000,1000.0
1751733149.0244946,136000,1000.0
1751733211.9334743,140000,1000.0
1751733275.0329287,144000,1000.0
1751733338.123563,148000,1000.0
1751733400.9845097,152000,1000.0
1751733463.9692676,156000,1000.0
1751733526.882922,160000,1000.0
1751733589.6455839,164000,1000.0
1751733652.2189877,168000,1000.0
1751733715.2057614,172000,1000.0
1751733777.957588,176000,1000.0
1751733840.6522515,180000,1000.0
1751733903.1829147,184000,1000.0
1751733965.6144114,188000,1000.0
1751734028.1994512,192000,1000.0
1751734090.962976,196000,1000.0
1751734154.1519449,200000,1000.0
1751734217.3377826,204000,1000.0
1751734279.9732587,208000,1000.0
1751734342.7608106,212000,1000.0
1751734405.1118443,216000,1000.0
1751734467.4723094,220000,1000.0
1751734530.1965075,224000,1000.0
1751734594.8664477,228000,1000.0
1751734658.3206675,232000,1000.0
1751734721.2306056,236000,1000.0
1751734783.946666,240000,1000.0
1751734846.7257922,244000,1000.0
1751734909.368857,248000,1000.0
1751734971.9369204,252000,1000.0
1751735034.1270418,256000,1000.0
1751735096.5764713,260000,1000.0
1751735158.9134963,264000,1000.0
1751735221.64858,268000,1000.0
1751735284.642429,272000,1000.0
1751735347.4402592,276000,1000.0
1751735410.0308888,280000,1000.0
1751735473.0913675,284000,1000.0
1751735536.510529,288000,1000.0
1751735599.026753,292000,1000.0
1751735661.5793588,296000,1000.0
1751735724.4640288,300000,1000.0
