Wall time,Step,Value
1751649103.0981321,4000,1000.0
1751649167.7331507,8000,1000.0
1751649235.9196603,12000,1000.0
1751649314.9633613,16000,1000.0
1751649395.010631,20000,1000.0
1751649476.8357399,24000,1000.0
1751649559.8779027,28000,1000.0
1751649640.2063859,32000,1000.0
1751649720.0304186,36000,1000.0
1751649800.922032,40000,1000.0
1751649898.869638,44000,1000.0
1751650003.7966433,48000,1000.0
1751650108.7043371,52000,1000.0
1751650208.1078348,56000,1000.0
1751650304.8672087,60000,1000.0
1751650404.3245661,64000,1000.0
1751650492.488373,68000,1000.0
1751650589.6330667,72000,1000.0
1751650686.8569624,76000,1000.0
1751650777.851369,80000,1000.0
1751650862.885139,84000,1000.0
1751650944.9661667,88000,1000.0
1751651027.575645,92000,1000.0
1751651113.3141756,96000,1000.0
1751651196.114879,100000,1000.0
1751651279.3959348,104000,1000.0
1751651368.9919996,108000,1000.0
1751651461.513384,112000,1000.0
1751651553.7019794,116000,1000.0
1751651639.2440183,120000,1000.0
1751651724.1992323,124000,1000.0
1751651807.371865,128000,1000.0
1751651892.905239,132000,1000.0
1751651975.8129826,136000,1000.0
1751652061.3258913,140000,1000.0
1751652150.4923978,144000,1000.0
1751652238.4776008,148000,1000.0
1751652347.9853826,152000,1000.0
1751652446.6269407,156000,1000.0
1751652543.7669601,160000,1000.0
1751652641.2767198,164000,1000.0
1751652743.4396288,168000,1000.0
1751652836.117565,172000,1000.0
1751652927.5045528,176000,1000.0
1751653019.4416816,180000,1000.0
1751653111.0777748,184000,1000.0
1751653198.4082255,188000,1000.0
1751653292.3506837,192000,1000.0
1751653384.3525631,196000,1000.0
1751653470.758523,200000,1000.0
1751653560.5221002,204000,1000.0
1751653647.6562004,208000,1000.0
1751653737.3962092,212000,1000.0
1751653822.5918493,216000,1000.0
1751653914.432775,220000,1000.0
1751654006.6298518,224000,1000.0
1751654096.4637594,228000,1000.0
1751654183.767191,232000,1000.0
1751654276.6264546,236000,1000.0
1751654365.8943312,240000,1000.0
1751654450.3274655,244000,1000.0
1751654537.249369,248000,1000.0
1751654625.0773585,252000,1000.0
1751654706.953936,256000,1000.0
1751654792.3908756,260000,1000.0
1751654882.2001882,264000,1000.0
1751654974.3340716,268000,1000.0
1751655057.5473754,272000,1000.0
1751655139.5037942,276000,1000.0
1751655221.5780165,280000,1000.0
1751655306.1947126,284000,1000.0
1751655387.9330194,288000,1000.0
1751655473.4055054,292000,1000.0
1751655555.4075334,296000,1000.0
1751655637.1185794,300000,1000.0
1751655721.7694504,304000,1000.0
1751655804.1354966,308000,1000.0
1751655886.1207669,312000,1000.0
1751655970.9291015,316000,1000.0
1751656052.9089978,320000,1000.0
1751656136.3069675,324000,1000.0
1751656221.1014507,328000,1000.0
1751656302.6935985,332000,1000.0
1751656387.7804513,336000,1000.0
1751656469.2708275,340000,1000.0
1751656550.7582223,344000,1000.0
1751656635.1448417,348000,1000.0
1751656717.5252771,352000,1000.0
1751656798.8492594,356000,1000.0
1751656883.3467245,360000,1000.0
1751656964.2561746,363973,999.72998046875
1751657045.6377516,367973,999.72998046875
1751657129.9219203,371973,999.72998046875
1751657211.4200864,375973,999.72998046875
1751657292.6412308,379973,999.72998046875
1751657377.2040272,383973,999.72998046875
1751657459.0789573,387973,999.72998046875
1751657542.6045113,391973,999.72998046875
1751657627.6071963,395973,999.72998046875
1751657709.411738,399973,999.72998046875
1751657785.5840166,403697,996.969970703125
1751657860.4687192,407350,993.5
1751657943.3789985,411228,992.280029296875
1751658011.6813157,414531,985.3099975585938
1751658092.9181378,418531,985.3099975585938
1751658174.1235187,422531,985.3099975585938
1751658258.58934,426531,985.3099975585938
1751658340.0987716,430515,985.1500244140625
1751658418.5866194,434344,983.4400024414062
1751658502.2151551,438242,982.4199829101562
1751658559.4622722,441105,971.0499877929688
1751658641.6000257,444953,969.530029296875
1751658713.0096743,448406,964.0599975585938
1751658794.4439595,452406,964.0599975585938
1751658873.4927862,456277,962.77001953125
1751658950.9631605,460076,961.030029296875
1751659035.1742544,464076,961.030029296875
1751659116.8218381,468076,961.030029296875
1751659198.9207494,472076,961.030029296875
